"code","full_name"
"ANB","(unknown anaerobic Gram-negatives)"
"ANBSPP","Anaerobiospirillum"
"ANC","(unknown anaerobic Gram-negatives)"
"ANC.SP","Anaerococcus"
"ANCDUO","Ancylostoma duodenale"
"ANCSPP","Ancylostoma"
"AND","Aspergillus nidulans"
"ANE","Actinomyces naeslundii"
"ANESPP","Anaerococcus"
"ANETET","Anaerococcus tetradius"
"ANEVAG","Anaerococcus vaginalis"
"ANG","Angiostrongylus"
"ANI","Aspergillus niger"
"ANISIM","Anisakis simplex"
"ANISPP","Anisakis"
"ANK","Anisakis"
"ANKSPP","Anisakis"
"ANL","Acinetobacter lactucae"
"ANNEST","(Gram négatifs inconnus)"
"ANO","Acinetobacter nosocomialis"
"ANP","Anaerobiospirillum"
"ANPOKO","(Gram positifs inconnus)"
"ANPOST","(Gram positifs inconnus)"
"ANPSPP","Anaerobiospirillum"
"ANR","(unknown anaerobic Gram-negatives)"
"ANRFUR","Anaerorhabdus furcosa"
"ANROCT","Anaerococcus octavius"
"ANRSPP","Anaerorhabdus"
"ANRVAG","Anaerococcus vaginalis"
"ANS","(unknown anaerobic bacteria)"
"ANT","Arcobacter nitrofigilis"
"ANU","Winkia neuii"
"ANV","Anaerovibrio"
"ANVLIP","Anaerovibrio lipolyticus"
"ANVSPP","Anaerovibrio"
"ANY","Ancylostoma"
"ANYSPP","Ancylostoma"
"AOB","Nannizzia obtusa"
"AOBSPP","Acremonium thermophilum"
"AOD","Schaalia odontolytica"
"AOI","Alloiococcus otitis"
"AOT","Microsporum canis"
"AOTSPP","Acremonium thermophilum"
"AOV","Salmonella Abortusovis"
"APA","Acinetobacter parvus"
"APB","(unknown anaerobic Gram-positives)"
"APC","(unknown anaerobic Gram-positives)"
"APE","Nannizzia persicolor"
"APF","Afipia felis"
"APG","Avibacterium paragallinarum"
"APH","Aphanoascus"
"APHSPP","Absidia cylindrospora"
"API","Achromobacter piechaudii"
"APK","Actinomyces"
"APKSPP","Actinomyces"
"APL","Actinobacillus pleuropneumoniae"
"APM","Anaplasma phagocytophilum"
"APN","Aeromonas caviae"
"APO","Anaplasma ovis"
"APOELE","Apophysomyces elegans"
"APOSPP","Apophysomyces"
"APR","(unknown anaerobic Gram-positives)"
"APS.SP","Actinopolyspora"
"APT","Acinetobacter pittii"
"APU","Aureobasidium pullulans"
"APV","Lancefieldella parvula"
"APY","Trueperella pyogenes"
"AQU","Aquaspirillum"
"AQUAQU","Comamonas aquatica"
"AQUSPP","Aquaspirillum"
"ARA","Nannizzia racemosa"
"ARAPRO","Archangium"
"ARASPP","Arachnia propionica"
"ARB","Arcanobacterium"
"ARB.SP","Arcobacter"
"ARBBUT","Arcobacter butzleri"
"ARBCRY","Arcobacter cryaerophilus"
"ARBNIT","Arcobacter nitrofigilis"
"ARBSPP","Arcobacter"
"ARC","Arcobacter"
"ARC.SP","Arcanobacterium"
"ARCBER","Trueperella bernardiae"
"ARCBUT","Arcobacter butzleri"
"ARCHAE","Arcanobacterium haemolyticum"
"ARCPYO","Trueperella pyogenes"
"ARCSPP","Arcanobacterium"
"ARD","Arthroderma"
"ARDSPP","Acremonium thermophilum"
"ARE","Aureobasidium"
"ARESPP","Aureobasidium"
"ARF","Acremonium"
"ARFSPP","Acremonium"
"ARH","Anaerorhabdus"
"ARHSPP","Anaerorhabdus"
"ARI","Salmonella enterica arizonae"
"ARM","Lancefieldella rimae"
"ARN","Carnobacterium"
"ARO","Acinetobacter radioresistens"
"AROSPP","Acinetobacter"
"ARR","Arthrinium"
"ARS","Aspergillus restrictus"
"ART","Arthrobacter"
"ART.SP","Arthroderma"
"ARTCUM","Pseudoglutamicibacter cumminsii"
"ARTSPP","Arthrobacter"
"ASA","Aeromonas salmonicida"
"ASB","Aeromonas veronii"
"ASC","Acaricomes"
"ASCSPP","Acaricomes"
"ASD","Acinetobacter schindleri"
"ASE","Acinetobacter seifertii"
"ASH","Aeromonas schubertii"
"ASK","Arcobacter skirrowii"
"ASN","Anaerobiospirillum succiniciproducens"
"ASO","Aeromonas sobria"
"ASP","Aspergillus"
"ASP.SP","Aspergillus"
"ASPCAN","Aspergillus candidus"
"ASPCLA","Aspergillus clavatus"
"ASPFLA","Aspergillus flavus"
"ASPFUM","Aspergillus fumigatus"
"ASPGLA","Aspergillus glaucus"
"ASPJAP","Aspergillus japonicus"
"ASPNID","Aspergillus nidulans"
"ASPNIG","Aspergillus niger"
"ASPSPP","Aspergillus"
"ASPTER","Aspergillus terreus"
"ASPUST","Aspergillus ustus"
"ASPVER","Aspergillus versicolor"
"ASU","Actinobacillus suis"
"ASY","Aspergillus sydowii"
"ATB","Arthrobacter"
"ATBSPP","Arthrobacter"
"ATC","Schaalia turicensis"
"ATE","Aspergillus terreus"
"ATEC","Escherichia coli"
"ATI","Actinobaculum suis"
"ATM","Acidovorax temperans"
"ATO","Atopobium"
"ATOPAR","Lancefieldella parvula"
"ATOSPP","Atopobium"
"ATOVAG","Fannyhessea vaginae"
"ATR","Aeromonas enteropelogenes"
"ATS","Actinobacillus seminis"
"ATU","Agrobacterium radiobacter"
"ATUSPP","Rhizobium"
"AUB","Aureobasidium"
"AUBPUL","Aureobasidium pullulans"
"AUBSPP","Aureobasidium"
"AUG","Acinetobacter ursingii"
"AUN","Aerococcus urinae"
"AUR","Actinobacillus ureae"
"AURPUL","Aureobasidium pullulans"
"AURSPP","Microbacterium"
"AUS","Corynebacterium auris"
"AVA","Avibacterium"
"AVASPP","Avibacterium"
"AVB","Acetivibrio"
"AVBSPP","Acetivibrio"
"AVC","(unknown anaerobic bacteria)"
"AVE","Aeromonas veronii"
"AVH","Aerococcus viridans"
"AVI","Aerococcus viridans"
"AVL","Aspergillus versicolor"
"AVR","(unknown anaerobic bacteria)"
"AVS","Actinomyces viscosus"
"AVV","Aeromonas veronii"
"AVX.SP","Acidovorax"
"AXY","Achromobacter xylosoxidans"
"B.ADO","Bifidobacterium adolescentis"
"B.ALP","Balneatrix alpica"
"B.AMBI","Burkholderia ambifaria"
"B.ANT","Bacillus anthracis"
"B.ANTH","Burkholderia anthina"
"B.ASA","Porphyromonas asaccharolytica"
"B.AVI","Bordetella avium"
"B.BAD","Bacillus badius"
"B.BIV","Prevotella bivia"
"B.BRO","Bordetella bronchiseptica"
"B.CAP","Pseudoflavonifractor capillosus"
"B.CAT","Moraxella catarrhalis"
"B.CENO","Burkholderia cenocepacia"
"B.CEP","Burkholderia cepacia"
"B.CER","Bacillus cereus"
"B.DER","Blastomyces dermatitidis"
"B.DIM","Brevundimonas diminuta"
"B.DISI","Prevotella disiens"
"B.DIST","Parabacteroides distasonis"
"B.DOLO","Burkholderia dolosa"
"B.EGG","Bacteroides eggerthii"
"B.FRA","Bacteroides fragilis"
"B.GLA","Burkholderia gladioli"
"B.GRPA","Prevotella veroralis"
"B.HIN","Bordetella hinzii"
"B.HOL","Bordetella holmesii"
"B.LAE","Sporolactobacillus laevolacticus"
"B.LEN","Lederbergia lenta"
"B.MALL","Burkholderia mallei"
"B.MEL","Brucella melitensis"
"B.MINT","Prevotella intermedia"
"B.MMEL","Prevotella melaninogenica"
"B.MULT","Burkholderia multivorans"
"B.ORA","Hoylesella oralis"
"B.OVA","Bacteroides ovatus"
"B.PAR","Bordetella parapertussis"
"B.PER","Bordetella pertussis"
"B.PSEM","Burkholderia pseudomallei"
"B.PYRR","Burkholderia pyrrocinia"
"B.RBRE","Xylanibacter brevis"
"B.RRUM","Prevotella ruminicola ruminicola"
"B.SPL","Odoribacter splanchnicus"
"B.STAB","Burkholderia stabilis"
"B.STE","Geobacillus stearothermophilus"
"B.SUB","Bacillus subtilis"
"B.THE","Bacteroides thetaiotaomicron"
"B.THU","Bacillus thuringiensis"
"B.TRE","Bordetella trematum"
"B.TREH","Bibersteinia trehalosi"
"B.UNI","Bacteroides uniformis"
"B.URE","Campylobacter ureolyticus"
"B.VES","Brevundimonas vesicularis"
"B.VIET","Burkholderia vietnamiensis"
"B.VUL","Phocaeicola vulgatus"
"B.ZOO","Bergeyella zoohelcum"
"B01","Shigella boydii"
"B02","Shigella boydii"
"B03","Shigella boydii"
"B04","Shigella boydii"
"B05","Shigella boydii"
"B06","Shigella boydii"
"B07","Shigella boydii"
"B08","Shigella boydii"
"B09","Shigella boydii"
"B10","Shigella boydii"
"B11","Shigella boydii"
"B12","Shigella boydii"
"B13","Shigella boydii"
"B14","Shigella boydii"
"B15","Shigella boydii"
"B16","Shigella boydii"
"B17","Shigella boydii"
"B18","Shigella boydii"
"BAA","Brachyspira aalborgi"
"BAASPP","Brachyspira"
"BAB","Brucella melitensis"
"BAC","Bacteroides"
"BAC.SP","Bacillus"
"BACANT","Bacillus anthracis"
"BACASA","Porphyromonas asaccharolytica"
"BACBIV","Prevotella bivia"
"BACCAC","Bacteroides caccae"
"BACCAP","Pseudoflavonifractor capillosus"
"BACCEL","Bacteroides cellulosilyticus"
"BACCER","Bacillus cereus"
"BACCGR","Bacillus cereus"
"BACCOP","Prevotella corporis"
"BACDII","Prevotella disiens"
"BACDIS","Parabacteroides distasonis"
"BACEGG","Bacteroides eggerthii"
"BACFRA","Bacteroides fragilis"
"BACGIN","Porphyromonas gingivalis"
"BACGRA","Campylobacter gracilis"
"BACHEP","Bacteroides heparinolyticus"
"BACINT","Prevotella intermedia"
"BACLIC","Bacillus licheniformis"
"BACLOE","Hoylesella loescheii"
"BACMEL","Prevotella melaninogenica"
"BACORA","Hoylesella oralis"
"BACOVA","Bacteroides ovatus"
"BACOVXY","Bacteroides ovatus"
"BACPYO","Bacteroides pyogenes"
"BACSPP","Bacteroides"
"BACSTE","Bacteroides stercoris"
"BACSUB","Bacillus subtilis"
"BACTHE","Bacteroides thetaiotaomicron"
"BACTHU","Bacillus thuringiensis"
"BACTSP","Bacteroides"
"BACUNI","Bacteroides uniformis"
"BACURE","Campylobacter ureolyticus"
"BACVUDO","Phocaeicola vulgatus"
"BACVUL","Phocaeicola vulgatus"
"BAD","Bifidobacterium adolescentis"
"BAF","Borrelia afzelii"
"BAH","Burkholderia anthina"
"BAI","Bacillus"
"BAIAMY","Bacillus amyloliquefaciens"
"BAIANT","Bacillus anthracis"
"BAIBER","Robertmurraya beringensis"
"BAICEG","Bacillus cereus"
"BAICER","Bacillus cereus"
"BAICIR","Niallia circulans"
"BAIFIR","Cytobacillus firmus"
"BAIFLE","Priestia flexa"
"BAIFRI","Peribacillus frigoritolerans"
"BAIIDR","Metabacillus idriensis"
"BAILIC","Bacillus licheniformis"
"BAIMAC","Bacillus mycoides"
"BAIMEG","Priestia megaterium"
"BAIPUM","Bacillus pumilus"
"BAISIM","Peribacillus simplex"
"BAISPP","Bacillus"
"BAISTE","Geobacillus stearothermophilus"
"BAISUB","Bacillus subtilis"
"BAL","Paenibacillus alvei"
"BAL.SP","Balneatrix"
"BAM","Burkholderia ambifaria"
"BAN","Bacillus anthracis"
"BAQ","Budvicia aquatica"
"BAR","Bartonella"
"BARHEN","Bartonella henselae"
"BARSPP","Bartonella"
"BAS","Basidiobolus"
"BAU","Curvularia australiensis"
"BAV","Bordetella avium"
"BAY","Exiguobacterium acetylicum"
"BBA","Bartonella bacilliformis"
"BBE","Brevibacillus brevis"
"BBESPP","Bacillus"
"BBF","Bifidobacterium bifidum"
"BBI","Prevotella bivia"
"BBR","Bordetella bronchiseptica"
"BBU","Borrelia burgdorferi"
"BBV","Bifidobacterium breve"
"BCA","Moraxella catarrhalis"
"BCC","Bacteroides caccae"
"BCE","Bacillus cereus"
"BCG","Heyndrickxia coagulans"
"BCI","Niallia circulans"
"BCL","Bacillus"
"BCLAES","Bacillus"
"BCLAMY","Bacillus"
"BCLANT","Bacillus anthracis"
"BCLCER","Bacillus cereus"
"BCLCGR","Bacillus"
"BCLCIR","Niallia circulans"
"BCLCOA","Bacillus"
"BCLLIC","Bacillus licheniformis"
"BCLMYC","Bacillus"
"BCLPUM","Bacillus pumilus"
"BCLSPH","Bacillus"
"BCLSPP","Bacillus"
"BCLSUB","Mesobacillus campisalis"
"BCLTHU","Bacillus"
"BCN","Brucella melitensis"
"BCO","Ezakiella coagulans"
"BCP","Pseudoflavonifractor capillosus"
"BCR","Bifidobacterium indicum"
"BCS","Bacillus"
"BCSSPP","Bacillus"
"BCT","Bifidobacterium catenulatum"
"BCT.SP","Bacteroides"
"BCTACI","Bacteroides"
"BCTCAC","Bacteroides caccae"
"BCTCAP","Bacteroides"
"BCTDIS","Bacteroides"
"BCTDOR","Bacteroides"
"BCTEGG","Bacteroides eggerthii"
"BCTFGR","Bacteroides fragilis"
"BCTFRA","Bacteroides fragilis"
"BCTINS","Bacteroides"
"BCTINT","Bacteroides"
"BCTMGR","Bacteroides"
"BCTOVA","Bacteroides ovatus"
"BCTPYO","Bacteroides"
"BCTSPL","Bacteroides"
"BCTSPP","Bacteroides"
"BCTSTE","Bacteroides"
"BCTTEC","Bacteroides"
"BCTTHE","Bacteroides thetaiotaomicron"
"BCTUNI","Bacteroides uniformis"
"BCTVUL","Phocaeicola vulgatus"
"BCX","Burkholderia cepacia complex"
"BD-","Bordetella"
"BDE","Prevotella denticola"
"BDI","Prevotella disiens"
"BDN","Bifidobacterium dentium"
"BDO","Burkholderia dolosa"
"BDOSPP","Burkholderia"
"BDR","Blastomyces dermatitidis"
"BDS","Parabacteroides distasonis"
"BDU","Borrelia duttonii"
"BEA","Beauveria"
"BEG","Bacteroides eggerthii"
"BEP","Brevibacterium epidermidis"
"BER","Bergeyella"
"BER.SP","Bergeyella"
"BERSPP","Bergeyella"
"BERZOO","Bergeyella zoohelcum"
"BEZ","Bartonella elizabethae"
"BFG","Bacteroides fragilis"
"BFI","Cytobacillus firmus"
"BFO","Tannerella forsythia"
"BFR","Bacteroides fragilis"
"BFX","Bacteroides fragilis complex"
"BGA","Borrelia garinii"
"BGL","Burkholderia gladioli"
"BGR","Campylobacter gracilis"
"BH.CAN","Moraxella cuniculi"
"BH.OVI","Moraxella ovis"
"BHA","Curvularia hawaiiensis"
"BHE","Bartonella henselae"
"BHM","Bordetella holmesii"
"BHO","Blastocystis hominis"
"BHR","Borrelia hermsii"
"BHZ","Bordetella hinzii"
"BIF","Bifidobacterium"
"BIF.SP","Bifidobacterium"
"BIFADO","Bifidobacterium adolescentis"
"BIFANI","Bifidobacterium animalis"
"BIFBIF","Bifidobacterium bifidum"
"BIFBRE","Bifidobacterium breve"
"BIFDEN","Bifidobacterium"
"BIFGAL","Bifidobacterium gallicum"
"BIFGLO","Bifidobacterium globosum"
"BIFINF","Bifidobacterium longum infantis"
"BIFLON","Bifidobacterium longum"
"BIFSCA","Bifidobacterium scardovii"
"BIFSPP","Bifidobacterium"
"BIL","Bilophila"
"BILSPP","Bilophila"
"BILWAD","Bilophila wadsworthia"
"BIN","Bifidobacterium longum infantis"
"BIP","Bipolaris"
"BLA","Chrysosporium"
"BLAHOM","Blastocystis hominis"
"BLASPP","Blastocystis"
"BLE","Porphyromonas levii"
"BLI","Bacillus licheniformis"
"BLN","Lederbergia lenta"
"BLO","Bifidobacterium longum"
"BLS","Blastocystis"
"BLT","Brevibacillus laterosporus"
"BLTSPP","Bacillus"
"BMA","Burkholderia mallei"
"BMB","Brevibacterium mcbrellneri"
"BMC","Paenibacillus macerans"
"BME","Prevotella melaninogenica"
"BMG","Priestia megaterium"
"BMN","Bifidobacterium magnum"
"BMR","Parabacteroides merdae"
"BMT","Brucella melitensis"
"BMU","Burkholderia multivorans"
"BMY","Bacillus mycoides"
"BNC","Burkholderia cenocepacia"
"BOA","Borrelia anserina"
"BOC","Capnocytophaga ochracea"
"BOE.SP","Borrelia"
"BOI","Brucella melitensis"
"BOL","Borrelia"
"BOLSPP","Borrelia"
"BON","Salmonella Bonn"
"BOR","Bordetella"
"BOR.SP","Bordetella"
"BORAVI","Bordetella avium"
"BORBRO","Bordetella bronchiseptica"
"BORBUR","Borrelia burgdorferi"
"BORHOL","Bordetella holmesii"
"BORPAR","Bordetella parapertussis"
"BORPER","Bordetella pertussis"
"BORREC","Borrelia duttonii"
"BORSA","Staphylococcus aureus"
"BORSPP","Bordetella"
"BORTRE","Bordetella trematum"
"BOS","Borrelia spielmanii"
"BOV","Bacteroides ovatus"
"BPA","Bordetella parapertussis"
"BPE","Bordetella pertussis"
"BPK","Borrelia parkeri"
"BPM","Bacillus pumilus"
"BPN","Virgibacillus pantothenticus"
"BPNSPP","Bacillus"
"BPO","Paenibacillus polymyxa"
"BPS","Bifidobacterium pseudolongum"
"BPU","Alistipes putredinis"
"BPY","Burkholderia pyrrocinia"
"BQU","Bartonella quintana"
"BR-","Brucella"
"BRA","Basidiobolus ranarum"
"BRA.SP","Moraxella"
"BRACAT","Moraxella catarrhalis"
"BRASPP","Moraxella"
"BRB","Brachybacterium"
"BRBMUR","Brachybacterium muris"
"BRBPAR","Brevibacillus"
"BRBSPP","Brachybacterium"
"BRC","Borrelia recurrentis"
"BRC.SP","Brachyspira"
"BRCSPP","Brachyspira"
"BRD","Salmonella Bredeney"
"BRDBRO","Bordetella pertussis"
"BRDJAP","Bradyrhizobium japonicum"
"BRDPAR","Bordetella pertussis"
"BRDPER","Bordetella pertussis"
"BRDPET","Bordetella"
"BRDSPP","Bradyrhizobium"
"BRDTRE","Bordetella"
"BRE","Brevibacterium"
"BRE.SP","Brevundimonas"
"BRECAS","Brevibacterium casei"
"BREEPI","Brevibacterium"
"BRELUT","Brevibacterium luteolum"
"BREOTI","Brevibacterium otitidis"
"BREPAU","Brevibacterium paucivorans"
"BRESPP","Brevibacterium"
"BRH","Brachyspira hyodysenteriae"
"BRI","Brachyspira intermedia"
"BRISPP","Brevibacillus"
"BRL","Brachyspira alvinipulli"
"BRO","Brochothrix"
"BRS","Brachyspira"
"BRSSPP","Brachyspira"
"BRU","Brucella"
"BRU.SP","Brucella"
"BRUABO","Brucella melitensis"
"BRUCAN","Brucella melitensis"
"BRUMEL","Brucella melitensis"
"BRUNEO","Brucella melitensis"
"BRUOVI","Brucella melitensis"
"BRUSPP","Brucella"
"BRUSUI","Brucella melitensis"
"BRV","Brevundimonas"
"BRVBUL","Brevundimonas"
"BRVDIM","Brevundimonas diminuta"
"BRVSPP","Brevundimonas"
"BRVVES","Brevundimonas vesicularis"
"BS-","Streptococcus Bêta-hémolytique"
"BSA","Streptococcus groupe A"
"BSB","Streptococcus groupe B"
"BSC","Streptococcus groupe C"
"BSE","Streptococcus groupe E"
"BSESPP","Streptococcus"
"BSF","Streptococcus groupe F"
"BSG","Streptococcus groupe G"
"BSH","Lysinibacillus sphaericus"
"BSI","Curvularia spicifera"
"BSL","Bacillus subtilis"
"BSP","Odoribacter splanchnicus"
"BSR","Geobacillus stearothermophilus"
"BST","Bacteroides stercoris"
"BSU","Brucella melitensis"
"BTB","Burkholderia stabilis"
"BTE","Bacteroides pyogenes"
"BTH","Bacteroides thetaiotaomicron"
"BTN","Bacteroides nordii"
"BTR","Borrelia turicatae"
"BTU","Bacillus thuringiensis"
"BUA","Buttiauxella"
"BUASPP","Buttiauxella"
"BUB","Burkholderia ubonensis"
"BUBSPP","Burkholderia"
"BUD","Budvicia"
"BUDAQU","Budvicia aquatica"
"BUDSPP","Budvicia"
"BUK","Burkholderia"
"BUKSPP","Burkholderia"
"BUN","Bacteroides uniformis"
"BUR","Campylobacter ureolyticus"
"BUR.SP","Burkholderia"
"BURANT","Burkholderia"
"BURARB","Burkholderia"
"BURCAL","Burkholderia"
"BURCCO","Burkholderia cepacia"
"BURCEN","Burkholderia cenocepacia"
"BURCEP","Burkholderia cepacia"
"BURCON","Burkholderia"
"BURDIF","Burkholderia"
"BURDOL","Burkholderia"
"BURGLA","Burkholderia gladioli"
"BURLAE","Burkholderia"
"BURLAT","Burkholderia lata"
"BURMAI","Burkholderia mallei"
"BURMET","Burkholderia metallica"
"BURMUL","Burkholderia multivorans"
"BURPG1","Burkholderia"
"BURPIC","Ralstonia pickettii"
"BURPSE","Burkholderia pseudomallei"
"BURPYR","Burkholderia"
"BURSEM","Burkholderia"
"BURSPP","Burkholderia"
"BURSTA","Burkholderia"
"BURUBO","Burkholderia"
"BURVIE","Burkholderia vietnamiensis"
"BUT","Butyrivibrio"
"BUT.SP","Buttiauxella"
"BUTAGR","Buttiauxella agrestis"
"BUTSPP","Buttiauxella"
"BUY","Butyrivibrio"
"BUYSPP","Butyrivibrio"
"BVC","Brevibacterium casei"
"BVI","Bartonella vinsonii"
"BVT","Burkholderia vietnamiensis"
"BVTSPP","Burkholderia"
"BVU","Phocaeicola vulgatus"
"BWA","Bilophila wadsworthia"
"BXX","Shigella boydii"
"BYP","Brachyspira pilosicoli"
"C.ALB","Candida albicans"
"C.ALG","Clostridium algidicarnis"
"C.AMA","Citrobacter amalonaticus"
"C.AMA1","Citrobacter amalonaticus complex"
"C.BAL","Chryseobacterium balustinum"
"C.BEI","Clostridium beijerinckii"
"C.BIF","Paraclostridium bifermentans"
"C.BOT","Clostridium botulinum"
"C.BOV","Corynebacterium bovis"
"C.BRA","Citrobacter braakii"
"C.BUT","Clostridium butyricum"
"C.CAD","Clostridium cadaveris"
"C.CAN","Capnocytophaga canimorsus"
"C.CHA","Clostridium chauvoei"
"C.COL","Campylobacter coli"
"C.CON","Campylobacter concisus"
"C.CYN","Capnocytophaga cynodegmi"
"C.DAV","Cedecea davisae"
"C.DIF","Clostridioides difficile"
"C.DIP","Corynebacterium diphtheriae"
"C.FAE","Campylobacter majalis"
"C.FAR","Citrobacter farmeri"
"C.FER","Caloramator fervidus"
"C.FET","Campylobacter fetus fetus"
"C.FRE","Citrobacter freundii"
"C.FVEN","Campylobacter fetus venerealis"
"C.GEN","Corynebacterium genitalium"
"C.GLA","Nakaseomyces glabratus"
"C.GLE","Chryseobacterium gleum"
"C.GLU","Corynebacterium glutamicum"
"C.GLY","Terrisporobacter glycolicus"
"C.GUI","Meyerozyma guilliermondii"
"C.HAE","Corynebacterium urealyticum"
"C.HAS","Tissierella praeacuta"
"C.HIS","Hathewaya histolytica"
"C.HOM","Cardiobacterium hominis"
"C.HYO","Campylobacter hyointestinalis hyointestinalis"
"C.IMM","Coccidioides immitis"
"C.INDG","Chryseobacterium indologenes"
"C.INDT","Chryseobacterium indoltheticum"
"C.INN","Clostridium innocuum"
"C.JEI","Corynebacterium jeikeium"
"C.JEJ","Campylobacter jejuni jejuni"
"C.KOS","Citrobacter koseri"
"C.KRU","Pichia kudriavzevii"
"C.KUT","Corynebacterium kutscheri"
"C.LAP","Cedecea lapagei"
"C.LAR","Campylobacter lari"
"C.LAU","Cryptococcus laurentii"
"C.LIM","Hathewaya limosa"
"C.LIP","Yarrowia lipolytica"
"C.LIV","Janthinobacterium lividum"
"C.LUS","Clavispora lusitaniae"
"C.LUT","Chryseomonas luteola"
"C.MAT","Corynebacterium matruchotii"
"C.MEN","Elizabethkingia meningoseptica"
"C.MIN","Corynebacterium minutissimum"
"C.MUC","Campylobacter mucosalis"
"C.MYC","Corynebacterium mycetoides"
"C.NEG","Campylobacter insulaenigrae"
"C.NEO","Cryptococcus neoformans"
"C.NET","Cedecea neteri"
"C.NOVA","Clostridium novyi"
"C.OCH","Capnocytophaga ochracea"
"C.OVI","Corynebacterium bovis"
"C.PARA","Candida parapsilosis"
"C.PER","Clostridium perfringens"
"C.PSED","Corynebacterium pseudodiphtheriticum"
"C.PSET","Yersinia pseudotuberculosis"
"C.RAM","Thomasclavelia ramosa"
"C.REN","Corynebacterium renale"
"C.RUG","Candida rugosa"
"C.SAC","Staphylococcus saccharolyticus"
"C.SBUB","Campylobacter sputorum bubulus"
"C.SCO","Chryseobacterium scophthalmum"
"C.SED","Citrobacter sedlakii"
"C.SEP","Clostridium septicum"
"C.SOR","Paraclostridium sordellii"
"C.SPO","Clostridium sporogenes"
"C.SPU","Capnocytophaga sputigena"
"C.SSPU","Campylobacter sputorum sputorum"
"C.STE","Candida albicans"
"C.SUB","Clostridium subterminale"
"C.TER","Comamonas terrigena"
"C.TES","Comamonas testosteroni"
"C.TET","Clostridium tetani"
"C.TRO","Candida tropicalis"
"C.UCL","Corynebacterium ulcerans"
"C.UPS","Campylobacter upsaliensis"
"C.URE","Corynebacterium urealyticum"
"C.VIO","Chromobacterium violaceum"
"C.WER","Citrobacter werkmanii"
"C.XER","Corynebacterium xerosis"
"C.YOU","Citrobacter youngae"
"C10","Citrobacter gillenii"
"C11","Citrobacter murliniae"
"C2C","Elizabethkingia meningoseptica"
"C2E","Sphingobacterium spiritivorum"
"C2H","Elizabethkingia meningoseptica"
"C2I","Sphingobacterium spiritivorum"
"C4C","Cupriavidus pauculus"
"C59","Buttiauxella noackiae"
"C63","Buttiauxella ferragutiae"
"C64","Buttiauxella gaviniae"
"CA.PSE","Candida pseudotropicalis"
"CAA","Naganishia diffluens"
"CAASPP","Cryptococcus"
"CAB","Clostridium acetobutylicum"
"CABDIV","Carnobacterium divergens"
"CABPIS","Carnobacterium maltaromaticum"
"CABSPP","Carnobacterium"
"CAC","Delftia acidovorans"
"CACSPP","Comamonas"
"CAD","Naganishia diffluens"
"CAD.SP","Caldicellulosiruptor"
"CADSPP","Cryptococcus"
"CAE","Cryptococcus"
"CAESPP","Cryptococcus"
"CAF","Corynebacterium afermentans"
"CAG","Clostridium argentinense"
"CAI","Capillaria"
"CAJ","Campylobacter jejuni"
"CAL","Candida albicans"
"CALGRA","Klebsiella granulomatis"
"CALSPP","Klebsiella"
"CAM","Campylobacter"
"CAM.SP","Campylobacter"
"CAMCOL","Campylobacter coli"
"CAMCON","Campylobacter concisus"
"CAMCUR","Campylobacter curvus"
"CAMFET","Campylobacter fetus"
"CAMGRA","Campylobacter"
"CAMHYO","Campylobacter hyointestinalis"
"CAMJEJ","Campylobacter jejuni"
"CAMLAR","Campylobacter lari"
"CAMMUC","Campylobacter mucosalis"
"CAMREC","Campylobacter rectus"
"CAMSHO","Campylobacter showae"
"CAMSPP","Campylobacter"
"CAMSPU","Campylobacter sputorum"
"CAMUPS","Campylobacter upsaliensis"
"CAMURE","Campylobacter ureolyticus"
"CAN","Candida"
"CAN.SP","Candida"
"CANALB","Candida albicans"
"CANAUR","Candida auris"
"CANBLA","Candida blankii"
"CANBOI","Candida boidinii"
"CANBUE","Candida"
"CANCOL","Torulaspora delbrueckii"
"CANDUB","Candida dubliniensis"
"CANFER","Candida fermentati"
"CANFIR","Candida"
"CANFRE","Candida freyschussii"
"CANGLA","Nakaseomyces glabratus"
"CANGUI","Meyerozyma guilliermondii"
"CANINC","Candida inconspicua"
"CANINT","Candida intermedia"
"CANKEF","Candida kefyr"
"CANKRU","Pichia kudriavzevii"
"CANLAB","Candida"
"CANLAM","Pichia fermentans"
"CANMAR","Candida maris"
"CANMEL","Candida melibiosica"
"CANMEM","Candida membranifaciens"
"CANMET","Candida metapsilosis"
"CANNIR","Candida nivariensis"
"CANNIV","Candida nivariensis"
"CANNOC","Candida norvegica"
"CANNOV","Candida"
"CANORT","Candida orthopsilosis"
"CANPAA","Candida"
"CANPAR","Candida parapsilosis"
"CANPAT","Candida tropicalis"
"CANPEL","Candida rugopelliculosa"
"CANPIN","Candida"
"CANSAK","Candida sake"
"CANSIL","Candida silvicola"
"CANSPP","Candida"
"CANSTL","Candida albicans"
"CANTRO","Candida tropicalis"
"CANVIS","Candida"
"CANZEY","Candida zeylanoides"
"CAO","Corynebacterium accolens"
"CAO.SP","Caloramator"
"CAP","Capnocytophaga"
"CAP.SP","Capnocytophaga"
"CAPCAN","Capnocytophaga canimorsus"
"CAPCYN","Capnocytophaga cynodegmi"
"CAPGIN","Capnocytophaga gingivalis"
"CAPOCH","Capnocytophaga ochracea"
"CAPSPP","Capnocytophaga"
"CAPSPU","Capnocytophaga sputigena"
"CAQ","Leifsonia aquatica"
"CAR","Cardiobacterium"
"CAR.SP","Cardiobacterium"
